"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",98,0,3,0,0,16,38,.5
"10m",86,0,16,0,0,1,16,.5
"20m",86,0,16,0,0,0,38,.5
"30m",86,3,16,0,0,1,16,.5
"40m",98,0,38,0,0,3,38,.5
"50m",86,3,16,0,0,1,16,.25
"60m",98,0,38,0,0,3,38,1
"70m",98,0,3,0,0,1,16,1
