"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"common milkweed ramet",0,0,0,0,0,0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0,0,0,0,0
"prostrate vervain",0,40,0,1,94,240,90,0,0,0
"pennsylvania smartweed",0,0,0,6,0,0,0,0,0,0
"white clover",0,0,0,0,29,9,29,0,0,0
"black medic",0,0,0,0,1,2,0,0,0,3
"common cinquefoil",0,0,0,0,0,1,0,0,0,0
