Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,20,14,12,14,10
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0
canada thistle,0,0,1,0,0
giant ragweed,68,58,44,60,81
new england aster,0,3,5,0,0
ox eye sunflower,21,14,12,9,0
white heath aster,1,0,0,0,0
yellow coneflower,24,5,8,14,27
