"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,38,0,0,0,3,86,1
"10m",16,38,63,0,0,3,98,.5
"20m",16,38,38,0,0,1,38,1
"30m",38,3,86,0,0,3,16,1
"40m",86,16,1,0,0,3,63,.25
"50m",98,3,3,0,0,3,16,1
"60m",86,3,3,0,0,0,38,.5
"70m",98,16,0,0,0,3,38,0
"80m",86,16,3,0,0,1,63,1
"90m",98,3,3,0,0,3,38,1
