Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,0,0,3,0,2,4,3,3,0,0
swamp milkweed ramet,0,0,0,0,0,0,0,0,0,0
butterfly milkweed ramet,3,0,0,0,0,0,0,0,0,0
canada goldenrod,0,0,5,0,0,0,0,9,0,0
hedge bindweed,0,0,1,4,0,2,1,1,0,0
ox eye sunflower,15,12,25,33,37,34,22,23,16,24
sawtooth sunflower,0,0,0,0,0,0,0,7,2,6
yellow coneflower,3,2,4,6,0,0,1,5,4,0
