"Nectar Plant Species",0-20m,20-40m,40-60m,60-80m,80-100m
"red clover",29,69,134,40,89
"queen annes lace",2,10,91,97,52
"white clover",11,0,17,0,0
"eastern daisy fleabane",0,2,3,0,2
"carolina horsenettle",0,0,0,5,3
"birdsfoot trefoil",0,0,0,0,25
