"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"common milkweed ramet",0,0,0,0,0,0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0,0,0,0,0
"white clover",5,0,0,0,0,1,45,3,31,5
"birdsfoot trefoil",16,0,0,0,25,0,0,0,0,0
"sulphur cinquefoil",1,0,0,0,0,0,0,0,0,0
"red clover",5,5,50,10,12,0,0,0,0,3
"golden alexanders",0,5,0,11,0,2,0,0,0,2
"foxglove beardtongue",0,15,0,0,0,0,0,0,0,0
