"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",4,4,16,3,14
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"golden alexanders",5,0,0,4,0
"red clover",0,4,0,2,1
"black medic",0,25,4,40,0
"white clover",0,4,0,0,0
