"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"pennsylvania smartweed",47,6,0,0,0
"alfalfa",0,50,0,0,0
"common dandelion",3,1,0,3,0
"partridge pea",15,0,0,0,0
"black medic",0,0,65,0,0
"white clover",0,0,2,25,65
