"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,0,0,0,1,98,1
"10m",63,1,0,0,0,1,98,3
"20m",16,0,16,0,0,0,98,2
"30m",38,3,3,0,0,1,86,3
"40m",63,1,0,0,0,3,86,1.5
