"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,0,0,0,1,98,.5
"10m",86,0,0,0,0,0,98,3
"20m",86,0,0,0,0,0,98,5
"30m",86,0,0,0,0,0,98,5
"40m",86,0,0,0,0,0,98,3
