"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m
"common milkweed ramet",0,0,6,4,0,0
"swamp milkweed ramet",0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0
"canada thistle",0,0,5,0,0,0
"wild parsnip",60,0,0,0,0,0
"foxglove beardtongue",0,70,0,0,0,0
"wild mustard",4,0,0,0,0,0
"cup plant",0,0,1,0,0,0
