"section",csg,wsg,forbs,milkweed,common_ramet,swamp_ramet,butterfly_ramet,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,0,98,0,0,0,0,0,38,16,.25
"10m",0,98,16,0,0,0,0,0,38,38,.25
"20m",3,86,38,0,0,0,0,0,38,16,.25
"30m",16,63,63,0,0,0,0,0,16,16,.25
"40m",3,16,86,0,0,0,0,0,38,16,.25
"50m",0,16,98,0,0,0,0,0,38,16,.25
"60m",0,16,98,0,0,0,0,0,3,16,.25
"70m",0,0,98,0,0,0,0,0,3,16,.25
"80m",0,38,63,0,0,0,0,0,16,16,.25
"90m",16,16,63,0,0,0,0,0,16,16,.25
