"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"white clover",320,46,200,71,750
"red clover",4,0,0,18,57
"common dandelion",3,4,7,0,1
"black medic",0,255,0,0,0
"field pennycress",0,13,18,0,10
"shepherds purse",0,0,13,0,0
