"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,16,0,0,3,63,<.5
"10m",86,0,38,0,0,1,63,1
"20m",38,0,16,0,0,3,86,1
"30m",86,0,3,0,0,3,63,<.5
"40m",86,0,16,0,0,1,86,1
"50m",86,0,16,0,0,3,86,2
"60m",63,0,86,0,0,1,86,2
"70m",63,0,38,0,0,1,86,1.5
"80m",86,0,38,0,0,1,86,2
"90m",38,0,63,0,0,3,63,2
