Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,0,0,0,0,0,0,0,0,0,3
swamp milkweed ramet,0,0,0,0,0,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0,0,0,0,0,0
queen annes lace,17,0,0,10,22,0,9,0,0,1
ox eye sunflower,31,34,26,29,2,5,7,23,37,29
yellow coneflower,47,6,0,0,22,33,10,0,25,14
black medic,0,9,16,45,15,7,23,0,0,0
canada goldenrod,0,0,0,0,6,0,0,0,0,0
virginia mountain mint,0,0,0,0,0,0,81,20,5,0
