"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,16,0,0,3,63,.5
"10m",63,0,38,0,0,16,63,.5
"20m",38,0,16,0,0,38,38,1
"30m",63,0,38,0,0,16,38,1
"40m",38,0,38,0,0,16,38,1.5
