"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",16,0,63,0,0,16,38,.5
"10m",38,0,16,0,0,3,86,1
"20m",63,0,16,0,0,3,63,1
