Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,0,3,2,0,2
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0
canada thistle,14,14,16,158,0
yellow coneflower,148,72,107,186,45
new england aster,5,0,0,0,0
ox eye sunflower,27,192,48,182,186
blue vervain,0,12,0,0,0
wild bergamot,0,12,0,3,0
morning glory,0,0,0,0,32
white sweet clover,0,0,0,0,94
red clover,0,0,0,0,5
