Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,0,0,0,0,6
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0
yellow coneflower,267,214,198,45,29
wild bergamot,12,4,0,0,0
ox eye sunflower,43,23,0,8,0
canada thistle,0,6,3,8,8
catnip,0,0,30,0,0
prickly lettuce,0,0,16,42,0
ironweed,0,0,0,25,25
