"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"common milkweed ramet",0,0,0,0,0,0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0,0,0,0,0
"ox eye sunflower",75,55,33,15,67,50,45,55,95,65
"yellow coneflower",87,75,55,32,65,40,50,80,80,115
"red clover",5,0,0,0,15,0,0,0,0,0
"morning glory",0,0,0,0,1,0,0,0,0,0
"ironweed",0,0,0,0,0,0,0,0,1,0
