"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,3,0,0,3,86,3
"10m",16,16,16,0,0,3,86,6
"20m",16,16,16,0,0,3,98,6
"30m",16,16,16,1,0,3,63,2.5
"40m",16,38,38,0,0,3,63,8
