"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,16,0,0,1,63,.5
"10m",86,0,3,0,0,1,63,1
"20m",86,0,16,0,0,1,86,86,.5
"30m",86,0,38,0,0,3,86,1.5
"40m",86,0,3,0,0,1,63,2
"50m",86,0,3,0,0,1,63,1
"60m",98,0,3,0,0,1,38,2
"70m",98,0,3,0,0,0,38,1
"80m",86,0,16,0,0,0,38,1
"90m",63,0,63,0,0,38,3,.5
