"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,63,0,0,1,16,1
"10m",86,0,16,0,0,1,63,1
"20m",86,0,16,0,0,1,38,.5
"30m",86,3,16,0,0,1,63,1
"40m",98,0,3,0,0,0,63,1
"50m",86,0,16,0,0,1,63,.5
"60m",63,0,63,0,0,3,38,.5
"70m",86,0,16,0,0,1,38,.5
"80m",86,0,16,0,0,1,16,.5
"90m",98,0,3,0,0,0,16,.5
