"Nectar Plant Species",0-20m,20-40m,40-60m,60-80m,80-100m
"brown eyed susan",0,94,24,0,0
"canada thistle",0,1,0,0,0
"blue wild indigo",0,3,0,0,0
"canada goldenrod",0,0,0,4,0
