"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,16,0,0,0,98,2
"10m",86,0,16,0,0,0,98,1.5
"20m",86,0,16,0,0,0,98,1.5
"30m",63,0,38,0,0,0,98,.5
"40m",38,0,16,0,0,0,98,2
"50m",63,0,1,0,0,1,98,1
"60m",38,16,16,0,0,0,98,2.5
"70m",63,3,16,0,0,1,98,2
"80m",63,16,16,0,0,0,98,2.5
"90m",16,0,86,0,0,0,86,5
