"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,0,16,0,0,86,3,<.5
"10m",86,0,0,0,0,0,98,3
"20m",98,0,3,0,0,0,98,2.5
"30m",16,0,38,0,0,86,16,<.5
"40m",86,0,3,0,0,3,98,3.5
