"section",csg,wsg,forbs,milkweed,common_ramet,swamp_ramet,butterfly_ramet,woody_species,bare_ground,leaf_litter,litter_depth
"0m",0,0,86,0,0,0,0,0,16,38,1
"10m",3,0,86,0,0,0,0,0,16,38,0.25
"20m",16,0,38,0,0,0,0,0,3,86,1
"30m",63,0,38,0,0,0,0,0,38,63,3
"40m",38,0,86,0,0,0,0,0,38,63,2.5
"50m",63,0,86,0,0,0,0,0,38,63,2.5
"60m",38,0,63,0,0,0,0,0,16,86,1.5
"70m",3,0,86,0,0,0,0,0,63,16,0.25
"80m",16,0,98,0,0,0,0,0,16,86,1
"90m",16,0,98,0,0,0,0,0,16,86,1
