Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,30,11,7,NA,NA
swamp milkweed ramet,0,0,0,NA,NA
butterfly milkweed ramet,0,0,0,NA,NA
canada thistle,0,2,0,NA,NA
ox eye sunflower,18,9,28,NA,NA
