Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,1,0,0,0,5
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0
hoary vervain,111,33,0,0,1
ox eye sunflower,30,0,13,5,64
yellow coneflower,48,22,128,109,70
black eyed susan,9,0,0,0,0
prickly lettuce,22,0,0,0,0
wild bergamot,0,6,42,26,71
purple prairie clover,0,18,0,0,4
sawtooth sunflower,0,1,1,0,0
