"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,2,0,5
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"yellow sweet clover",7,4,0,0,0
"yellow coneflower",10,60,5,0,40
"red clover",5,0,0,0,0
"white clover",115,160,110,20,0
"musk thistle",0,4,0,0,0
"smartweed",5,0,0,35,120
"morning glory",1,1,0,0,0
"common cinquefoil",0,10,0,25,5
"prickly lettuce",0,0,1,0,0
"ox eye sunflower",0,0,0,5,10
