"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"wild bergamot",20,160,255,180,140
"ox eye sunflower",5,50,5,5,75
"white clover",90,0,0,0,0
"blue vervain",6,0,0,0,0
"common cinquefoil",0,10,0,5,0
"yellow coneflower",0,0,0,5,3
"canada thistle",0,0,0,5,25
