"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,3,0,16,3,63,2
"10m",86,1,3,0,0,1,38,2
"20m",98,0,3,0,0,3,86,1
"30m",86,0,16,0,0,16,86,1
"40m",86,0,3,0,0,3,86,.5
"50m",86,0,16,0,0,16,38,1
"60m",86,0,3,0,0,3,86,1.5
"70m",63,0,3,0,0,16,63,.5
"80m",38,0,16,0,0,3,86,1
"90m",38,0,3,0,0,16,86,2
