"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,16,0,0,16,38,2
"10m",3,0,86,0,0,38,0,0
"20m",3,0,86,0,0,63,1,0
"30m",3,0,86,0,0,63,1,0
"40m",16,0,86,0,0,38,1,0
