"section",csg,wsg,forbs,milkweed,common_ramet,swamp_ramet,butterfly_ramet,woody_species,bare_ground,leaf_litter,litter_depth
"0m",16,16,38,0,0,0,0,0,0,86,1
"10m",0,16,86,0,0,0,0,0,38,16,0.25
"20m",3,16,86,0,0,0,0,0,16,16,0.5
"30m",3,3,86,0,0,0,0,0,38,16,0.25
"40m",3,16,86,0,0,0,0,0,16,16,0.25
