"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,0,16,0,0,3,63,2
"10m",86,0,38,0,0,3,3,1.5
"20m",86,0,16,0,0,16,16,<.5
"30m",86,0,16,0,0,38,16,1
"40m",86,0,16,0,0,3,16,<.5
"50m",38,0,38,0,0,3,38,5
"60m",86,0,38,0,0,3,16,.5
"70m",86,0,16,0,0,3,16,2
"80m",86,0,16,0,0,3,16,2
"90m",63,0,16,0,0,3,38,1
