Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,21,14,13,12,15
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0
eastern daisy fleabane,0,0,0,3,0
giant ragweed,40,43,36,37,55
ironweed,2,0,0,0,0
new england aster,0,4,3,0,0
ox eye sunflower,13,20,24,18,6
purple prairie clover,0,0,0,1,0
white sweet clover,3,0,0,0,2
yellow coneflower,13,13,63,57,28
