Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,5,6,2,2,3
swamp milkweed ramet,0,0,0,0,0
butterfly milkweed ramet,3,0,0,0,12
yellow coneflower,17,29,39,94,14
canada thistle,91,94,55,22,0
purple prairie clover,16,0,0,1,0
wild bergamot,17,18,18,35,55
ox eye sunflower,54,155,104,104,164
prairie cinquefoil,2,0,0,0,0
white sweet clover,0,0,6,12,18
red clover,0,0,0,1,63
