"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"eastern daisy fleabane",25,13,29,59,116,109,18,90,53,23
"red clover",3,21,0,3,3,0,16,12,18,10
"birdsfoot trefoil",27,125,150,40,0,0,2,5,0,0
"white clover",11,0,0,0,0,46,15,20,40,0
