"section",csg,wsg,forbs,milkweed,common_ramet,swamp_ramet,butterfly_ramet,woody_species,bare_ground,leaf_litter,litter_depth
"0m",16,0,86,0,0,0,0,0,38,63,.25
"10m",3,0,86,0,0,0,0,0,98,16,.25
"20m",3,0,86,0,0,0,0,0,86,3,.25
"30m",0,16,86,0,0,0,0,0,86,16,.25
"40m",16,16,63,0,0,0,0,0,63,38,1.0
"50m",3,3,98,0,0,0,0,0,63,16,.25
"60m",3,3,98,0,0,0,0,0,63,16,.5
