"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"common milkweed ramet",0,0,0,0,0,0,0,0,0,0
"swamp milkweed ramet",0,0,0,0,0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0,0,0,0,0
"queen annes lace",35,0,0,60,25,2,2,0,0,2
"red clover",15,16,1,0,6,4,0,24,6,0
"birdsfoot trefoil",25,31,39,15,6,24,14,27,10,6
"white clover",0,0,2,7,0,4,0,12,15,0
"pennsylvania smartweed",0,0,0,0,0,0,27,0,0,0
