Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,2,0,0,0,0,3,0,0,0,0
swamp milkweed ramet,0,0,0,0,0,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0,0,0,0,0,0
birdsfoot trefoil,0,1,0,0,0,0,0,0,0,1
canada goldenrod,20,11,21,15,10,4,6,3,1,1
canada thistle,1,0,1,0,0,0,0,0,0,0
ox eye sunflower,8,7,0,6,8,16,8,4,4,7
queen annes lace,3,0,0,0,0,0,0,0,1,2
virginia mountain mint,0,0,0,0,2,0,0,0,0,0
yellow coneflower,1,2,3,12,3,0,4,1,5,7
