"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",16,0,0,0,0,1,98,3
"10m",16,0,0,0,0,16,63,1
"20m",38,0,0,0,0,3,86,2
"30m",63,0,3,0,0,16,63,2
"40m",63,0,16,0,0,16,63,1
"50m",63,0,16,0,0,16,63,1
"60m",63,0,16,0,0,16,86,1
"70m",63,0,38,0,0,16,63,1
"80m",63,0,16,0,0,3,86,2
"90m",63,0,38,0,0,1,86,1
