Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,4,20,11,1,9,2,15,0,NA,NA
swamp milkweed ramet,0,0,0,0,0,0,0,0,NA,NA
butterfly milkweed ramet,0,0,0,0,0,0,0,0,NA,NA
wild bergamot,38,33,33,97,84,103,94,50,NA,NA
alfalfa,40,23,0,7,0,0,0,0,NA,NA
canada thistle,0,17,3,7,74,42,273,511,NA,NA
red clover,0,1,0,0,0,3,0,0,NA,NA
ox eye sunflower,0,1,0,0,3,0,0,0,NA,NA
common milkweed,0,0,0,0,3,0,0,0,NA,NA
