"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",2,6,13,11,0
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"virginia mountain mint",0,0,0,0,0
"yellow coneflower",135,125,48,25,95
"hoary vervain",13,11,25,35,5
"red clover",5,33,27,9,0
"ox eye sunflower",29,85,30,22,40
"prickly lettuce",0,15,15,0,0
"rough cinquefoil",0,0,4,0,0
"black eyed susan",0,0,0,1,0
