"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m
"common milkweed ramet",7,1,6,7,10
"swamp milkweed ramet",0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0
"canada thistle",12,0,0,1,79
"wild bergamot",0,0,5,0,4
"hoary vervain",20,12,22,23,24
"red clover",13,8,10,12,12
"brown eyed susan",2,0,0,0,0
"white heath aster",2,0,0,0,0
"ox eye sunflower",14,3,6,12,10
"black eyed susan",0,4,13,5,0
"pale purple coneflower",0,0,0,2,0
"common milkweed",0,0,0,1,0
