Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m
common milkweed ramet,39,29,8,5,10
swamp milkweed ramet,0,2,0,0,0
butterfly milkweed ramet,0,0,0,3,0
canada goldenrod,0,0,0,0,9
ox eye sunflower,14,23,0,1,7
partridge pea,0,0,9,36,0
prickly lettuce,4,4,0,0,9
red clover,4,8,0,8,3
sawtooth sunflower,4,2,0,3,3
virginia mountain mint,0,0,0,8,0
white clover,1,0,0,0,2
yellow coneflower,7,4,1,2,7
