"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,38,3,0,0,0,86,3
"10m",38,63,0,0,0,16,86,2
"20m",63,63,3,0,0,16,86,2
"30m",63,16,16,3,0,16,63,1
"40m",86,3,3,0,0,38,63,1
"50m",86,16,16,0,0,3,86,.5
"60m",86,0,38,0,0,3,63,1
"70m",98,0,3,3,0,16,86,.5
