"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,0,0,0,0,0,86,3
"10m",63,0,0,0,0,0,86,2
"20m",86,0,0,0,0,0,86,1.5
"30m",86,0,1,0,0,0,86,2.5
"40m",86,0,0,0,0,0,86,1
"50m",63,0,0,0,0,3,86,1
"60m",86,0,0,0,0,3,86,1
"70m",63,0,3,0,0,0,86,6.5
"80m",86,0,0,0,0,0,86,3.5
"90m",38,0,16,0,0,16,86,1.5
