"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,16,16,0,0,0,86,3
"10m",98,3,16,0,0,0,98,.5
"20m",63,0,3,0,0,3,86,1
"30m",86,1,0,0,0,3,86,3
"40m",63,0,16,0,0,16,86,1
"50m",68,1,3,0,0,16,86,1.5
"60m",86,16,16,0,0,16,86,2.25
"70m",63,16,3,0,0,16,86,1
"80m",63,3,3,0,0,16,86,1
"90m",86,3,16,0,0,16,86,2
