"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,3,0,0,0,63,1
"10m",86,0,16,0,0,0,63,2
"20m",86,0,1,0,0,0,86,3
"30m",86,0,16,0,0,1,86,2
"40m",98,0,0,0,0,0,63,2
"50m",86,0,16,0,0,1,86,3
"60m",98,0,3,0,0,0,63,2.5
"70m",98,0,1,0,0,0,63,2
"80m",86,0,16,0,0,0,63,1
"90m",86,0,16,0,0,0,63,1
