"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,1,3,0,0,1,86,.5
"10m",98,0,0,0,0,1,86,1
"20m",86,3,16,3,0,38,86,.5
"30m",86,0,3,0,0,3,86,.5
"40m",86,3,16,1,0,16,86,1
"50m",98,0,3,0,0,3,86,1
"60m",98,0,3,1,0,3,86,.5
"70m",86,0,3,0,0,16,86,.5
