"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",38,63,16,0,0,16,63,.5
"10m",16,63,38,0,0,63,38,.5
"20m",86,16,16,0,0,38,63,4
"30m",3,98,16,0,0,86,3,.25
"40m",3,86,16,0,0,16,63,2
