"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",98,0,0,0,0,0,86,2
"10m",3,86,0,0,0,0,86,2
"20m",63,0,3,0,0,0,86,2
"30m",0,38,3,0,0,0,86,4.5
"40m",3,16,38,0,0,0,86,2
"50m",0,38,1,0,0,0,86,7.5
"60m",0,38,0,0,0,0,86,3
"70m",0,38,0,0,0,0,86,3
"80m",0,63,0,0,0,0,98,6.5
"90m",0,38,0,0,0,0,98,5
