"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,38,0,0,1,86,<.5
"10m",16,0,63,0,0,3,38,.5
"20m",63,0,16,0,0,3,38,1
"30m",63,0,38,0,0,1,63,1
"40m",86,0,16,0,0,1,98,1
"50m",38,0,38,0,0,16,63,.5
"60m",16,0,86,0,0,1,63,.5
"70m",38,0,38,0,0,1,63,1.5
"80m",63,0,16,0,0,3,38,2
"90m",38,0,38,0,0,1,86,2
