"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",98,0,0,0,0,1,3,2
"10m",86,0,16,0,0,0,3,1
"20m",98,0,0,0,0,1,3,2
