Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,2,0,0,0,0,3,0,0,0,2
swamp milkweed ramet,0,0,0,0,0,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0,0,0,0,0,0
canada thistle,4,3,18,7,3,0,0,0,10,0
ox eye sunflower,15,0,0,0,0,0,0,0,0,12
wild bergamot,484,176,33,90,32,12,16,16,247,147
eastern daisy fleabane,93,94,65,0,52,9,0,0,0,0
musk thistle,0,0,1,0,0,0,0,2,0,0
canada milk vetch,0,0,0,0,0,0,0,0,0,17
