Nectar Plant Species,0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
common milkweed ramet,0,0,0,0,0,0,0,0,11,6
swamp milkweed ramet,0,0,0,0,0,0,0,0,0,0
butterfly milkweed ramet,0,0,0,0,0,0,0,0,0,0
wild bergamot,300,214,535,135,265,375,280,135,120,42
ox eye sunflower,16,25,0,28,146,48,0,0,1,1
yellow coneflower,0,2,0,0,7,7,3,10,6,2
yellow sweet clover,0,0,0,50,0,0,0,0,0,0
canada thistle,0,0,0,0,9,2,13,0,25,0
