"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",63,0,38,0,0,3,63,1
"10m",63,0,63,0,0,1,86,1.5
"20m",63,0,16,0,0,3,63,.5
"30m",63,0,38,0,0,3,86,1
"40m",63,0,38,0,0,3,86,1
"50m",86,0,16,0,0,1,86,2
"60m",63,0,38,0,0,0,38,.5
"70m",63,0,38,0,0,1,86,1.5
"80m",38,0,86,0,0,1,63,1
"90m",63,0,63,0,0,3,86,3
