"section",csg,wsg,forbs,milkweed,woody_species,bare_ground,leaf_litter,litter_depth
"0m",86,0,0,0,0,1,98,2
"10m",86,0,0,0,0,3,98,3
"20m",38,0,0,0,0,16,63,1.5
"30m",63,0,3,0,0,38,38,<.5
"40m",63,0,16,0,0,3,86,3
"50m",86,0,0,0,0,3,86,1
"60m",98,0,0,0,0,16,63,1
"70m",86,0,0,0,0,3,86,1
"80m",86,0,0,0,0,3,63,1.5
"90m",86,0,0,0,0,1,98,3.5
