"Nectar Plant Species",0-10m,10-20m,20-30m,30-40m,40-50m,50-60m,60-70m,70-80m,80-90m,90-100m
"common milkweed ramet",0,0,0,2,2,1,2,2,3,0
"swamp milkweed ramet",0,0,0,0,0,0,0,0,0,0
"butterfly milkweed ramet",0,0,0,0,0,0,0,0,0,0
"wild parsnip",11,129,60,20,2,0,0,0,0
"black eyed susan",15,7,100,55,100,80,8,6,10,20
"white clover",15,10,150,30,10,0,0,0,0,0
"musk thistle",0,0,0,0,8,6,0,0,0,0
"wild mustard",0,0,0,15,24,0,0,0,0,0
"yellow sweet clover",0,0,0,0,9,0,0,0,0,0
